,Cloud Top Height,Cloud Top Temperature,Cloud Top Phase,Shortwave Albedo,Long Wave Flux,Ice Water Path,Cloud Particle Size,RF
2018-02-24 03:46:00,0.9887733459472656,5.794061279296898,1.0,8.177571296691895,250.4064178466797,7.1458353996276855,19.70388412475586,RF15
2018-02-24 03:46:10,0.8003005981445312,6.962243652343773,6.0,13.63350772857666,251.00440979003906,12.230775833129883,14.399999618530273,RF15
2018-02-24 03:46:20,1.1618576049804688,4.721307373046898,1.0,7.2758965492248535,250.4638671875,5.230531692504883,18.29154396057129,RF15
2018-02-24 03:46:30,1.15521240234375,4.762506103515648,1.0,7.52644157409668,250.21766662597656,6.133293628692627,19.76138687133789,RF15
2018-02-24 03:46:40,1.15521240234375,4.762506103515648,1.0,7.52644157409668,250.21766662597656,6.133293628692627,19.76138687133789,RF15
2018-02-24 03:46:50,1.5359916687011719,2.4023986816406477,1.0,13.429816246032715,242.9191131591797,16.45005989074707,18.326709747314453,RF15
2018-02-24 03:47:00,1.894012451171875,0.18337402343752274,1.0,48.90279006958008,234.72535705566406,286.6820373535156,21.1312255859375,RF15
2018-02-24 03:47:10,1.3865318298339844,3.3287597656250227,1.0,13.139517784118652,244.53138732910156,14.941632270812988,17.487071990966797,RF15
2018-02-24 03:47:20,2.1573104858398438,-1.4485534667968523,1.0,8.279762268066406,245.5091094970703,4.23813009262085,12.346729278564453,RF15
2018-02-24 03:47:30,2.1573104858398438,-1.4485534667968523,1.0,8.279762268066406,245.5091094970703,4.23813009262085,12.346729278564453,RF15
2018-02-24 03:47:40,1.3873443603515625,3.3237243652343977,1.0,8.47988510131836,248.28753662109375,7.145871162414551,18.31920623779297,RF15
2018-02-24 03:47:50,0.9067573547363281,6.302392578125023,1.0,7.777000427246094,251.07095336914062,8.76468563079834,27.60357093811035,RF15
2018-02-24 03:48:00,1.5171089172363281,2.5194335937500227,1.0,7.678691387176514,249.1100311279297,3.7919411659240723,12.654688835144043,RF15
2018-02-24 03:48:10,1.2684326171875,4.060754394531273,1.0,8.531347274780273,249.00599670410156,5.7098259925842285,14.912128448486328,RF15
2018-02-24 03:48:20,1.2684326171875,4.060754394531273,1.0,8.531347274780273,249.00599670410156,5.7098259925842285,14.912128448486328,RF15
2018-02-24 03:48:30,1.4156303405761719,3.1484008789062727,1.0,26.376956939697266,240.906494140625,39.290916442871094,13.587169647216797,RF15
2018-02-24 03:48:40,2.614215850830078,-4.280432128906227,1.0,12.087221145629883,237.45867919921875,5.893924713134766,9.036865234375,RF15
2018-02-24 03:48:50,0.9549713134765625,6.003564453125023,1.0,15.828821182250977,247.44667053222656,23.380823135375977,19.40606689453125,RF15
2018-02-24 03:49:00,0.7102546691894531,7.520349121093773,1.0,18.65191650390625,249.719970703125,48.066856384277344,28.62403106689453,RF15
2018-02-24 03:49:10,0.7102546691894531,7.520349121093773,1.0,18.65191650390625,249.719970703125,48.066856384277344,28.62403106689453,RF15
2018-02-24 03:49:20,1.1291427612304688,4.924066162109398,1.0,19.275209426879883,244.9940185546875,34.44858932495117,19.994464874267578,RF15
2018-02-24 03:49:30,2.297393798828125,-2.3167785644531023,1.0,8.681429862976074,245.03329467773438,3.5090954303741455,9.820892333984375,RF15
2018-02-24 03:49:40,1.3274116516113281,3.6952148437500227,1.0,25.411510467529297,242.06602478027344,41.432552337646484,15.128725051879883,RF15
2018-02-24 03:49:50,2.0654258728027344,-0.8790344238281023,1.0,13.642729759216309,238.52854919433594,10.332015991210938,12.137946128845215,RF15
2018-02-24 03:50:00,0.9784889221191406,5.857812500000023,1.0,12.941448211669922,248.12197875976562,16.157495498657227,19.634811401367188,RF15
2018-02-24 03:50:10,0.9784889221191406,5.857812500000023,1.0,12.941448211669922,248.12197875976562,16.157495498657227,19.634811401367188,RF15
2018-02-24 03:50:20,0.656890869140625,7.851098632812523,1.0,12.39009952545166,250.95135498046875,20.596538543701172,26.765628814697266,RF15
2018-02-24 03:50:30,0.656890869140625,7.851098632812523,1.0,12.39009952545166,250.95135498046875,20.596538543701172,26.765628814697266,RF15
2018-02-24 03:50:40,1.4176177978515625,3.1361022949218977,1.0,10.940817832946777,246.1978302001953,7.293581485748291,12.193830490112305,RF15
2018-02-24 03:50:50,1.6646041870117188,1.4819274902343977,1.0,8.47645378112793,249.32313537597656,4.228275775909424,11.4381103515625,RF15
2018-02-24 03:51:00,1.6646041870117188,1.4819274902343977,1.0,8.47645378112793,249.32313537597656,4.228275775909424,11.4381103515625,RF15
2018-02-24 03:51:10,1.0725669860839844,5.150811767578148,1.0,11.432186126708984,249.1255340576172,11.902374267578125,18.28925895690918,RF15
2018-02-24 03:51:20,1.0725669860839844,5.150811767578148,1.0,11.432186126708984,249.1255340576172,11.902374267578125,18.28925895690918,RF15
2018-02-24 03:51:30,1.0309181213378906,5.051934814453148,1.0,9.858808517456055,247.9167938232422,6.352884769439697,12.863165855407715,RF15
2018-02-24 03:51:40,1.8857002258300781,-0.19125976562497726,1.0,29.267358779907227,233.02374267578125,40.30517578125,11.91278076171875,RF15
2018-02-24 03:51:50,1.8857002258300781,-0.19125976562497726,1.0,29.267358779907227,233.02374267578125,40.30517578125,11.91278076171875,RF15
2018-02-24 03:52:00,2.4392967224121094,-3.5870117187499773,1.0,43.703670501708984,225.52703857421875,92.75452423095703,10.937179565429688,RF15
2018-02-24 03:52:10,2.3875579833984375,-3.2696594238281023,1.0,53.449378967285156,226.2078857421875,195.84658813476562,11.123245239257812,RF15
2018-02-24 03:52:20,2.276172637939453,-2.5864624023437273,1.0,37.3206901550293,227.70193481445312,62.036781311035156,10.877685546875,RF15
2018-02-24 03:52:30,2.4260482788085938,-3.5057434082031023,1.0,13.3453369140625,235.34786987304688,7.019764423370361,9.208114624023438,RF15
2018-02-24 03:52:40,2.4260482788085938,-3.5057434082031023,1.0,13.3453369140625,235.34786987304688,7.019764423370361,9.208114624023438,RF15
2018-02-24 03:52:50,1.6960067749023438,0.9722839355468977,1.0,16.084686279296875,238.52919006347656,13.361780166625977,11.580612182617188,RF15
2018-02-24 03:53:00,2.7303123474121094,-5.372137451171852,1.0,9.758116722106934,240.14190673828125,3.3942394256591797,8.067291259765625,RF15
2018-02-24 03:53:10,2.7303123474121094,-5.372137451171852,1.0,9.758116722106934,240.14190673828125,3.3942394256591797,8.067291259765625,RF15
2018-02-24 03:53:20,1.425628662109375,2.6308227539062727,1.0,11.056580543518066,244.62286376953125,7.392903804779053,12.542543411254883,RF15
2018-02-24 03:53:30,1.425628662109375,2.6308227539062727,1.0,11.056580543518066,244.62286376953125,7.392903804779053,12.542543411254883,RF15
2018-02-24 03:53:40,0.9439010620117188,5.585717773437523,1.0,11.1554536819458,247.5867462158203,12.96757698059082,20.182777404785156,RF15
2018-02-24 03:53:50,1.1280364990234375,4.456201171875023,1.0,12.200417518615723,245.7778778076172,11.760313987731934,16.171539306640625,RF15
2018-02-24 03:54:00,1.1280364990234375,4.456201171875023,1.0,12.200417518615723,245.7778778076172,11.760313987731934,16.171539306640625,RF15
2018-02-24 03:54:10,,,4.0,8.204339027404785,251.02024841308594,,,RF15
2018-02-24 03:54:20,,,4.0,8.261392593383789,251.0904083251953,,,RF15
2018-02-24 03:54:30,,,4.0,8.261392593383789,251.0904083251953,,,RF15
2018-02-24 03:54:40,0.6421699523925781,7.436517333984398,6.0,18.166791915893555,251.62222290039062,20.87270164489746,14.399999618530273,RF15
2018-02-24 03:54:50,0.6421699523925781,7.436517333984398,6.0,18.166791915893555,251.62222290039062,20.87270164489746,14.399999618530273,RF15
2018-02-24 03:55:00,,,4.0,10.79477310180664,250.08494567871094,,,RF15
2018-02-24 03:55:00,1.7222900390625,0.8118530273437727,1.0,7.882908821105957,248.81463623046875,3.990967273712158,12.841214179992676,RF15
2018-02-24 03:55:10,0.8317451477050781,6.274438476562523,1.0,13.022038459777832,248.8845977783203,18.277881622314453,22.979019165039062,RF15
2018-02-24 03:55:20,0.8317451477050781,6.274438476562523,1.0,13.022038459777832,248.8845977783203,18.277881622314453,22.979019165039062,RF15
2018-02-24 03:55:30,1.12884521484375,4.317803955078148,1.0,12.604765892028809,245.8603057861328,15.685572624206543,20.769371032714844,RF15
2018-02-24 03:55:40,0.9807167053222656,5.229699707031273,1.0,14.142006874084473,246.12374877929688,23.714078903198242,24.662792205810547,RF15
2018-02-24 03:55:50,0.9807167053222656,5.229699707031273,1.0,14.142006874084473,246.12374877929688,23.714078903198242,24.662792205810547,RF15
2018-02-24 03:56:00,0.9267959594726562,5.561639404296898,1.0,10.98067569732666,248.37998962402344,17.004680633544922,27.716093063354492,RF15
2018-02-24 03:56:10,0.9267959594726562,5.561639404296898,1.0,10.98067569732666,248.37998962402344,17.004680633544922,27.716093063354492,RF15
2018-02-24 03:56:20,1.6189842224121094,1.3005310058593977,1.0,8.384709358215332,247.4246063232422,5.78360652923584,16.853973388671875,RF15
2018-02-24 03:56:30,1.5602798461914062,1.6619201660156477,1.0,8.180381774902344,248.18251037597656,5.730652809143066,17.942279815673828,RF15
2018-02-24 03:56:40,1.5602798461914062,1.6619201660156477,1.0,8.180381774902344,248.18251037597656,5.730652809143066,17.942279815673828,RF15
2018-02-24 03:56:50,1.1307106018066406,4.306298828125023,1.0,11.94736099243164,246.284423828125,14.960540771484375,21.632362365722656,RF15
2018-02-24 03:57:00,1.1307106018066406,4.306298828125023,1.0,11.94736099243164,246.284423828125,14.960540771484375,21.632362365722656,RF15
2018-02-24 03:57:10,5.2341156005859375,-14.089239501953102,1.0,8.13058853149414,241.1038818359375,1.7143959999084473,6.0977783203125,RF15
2018-02-24 03:57:20,2.8488998413085938,-6.270849609374977,1.0,11.691327095031738,234.93603515625,5.539365768432617,9.107437133789062,RF15
2018-02-24 03:57:30,2.8488998413085938,-6.270849609374977,1.0,11.691327095031738,234.93603515625,5.539365768432617,9.107437133789062,RF15
2018-02-24 03:57:40,1.9043083190917969,-0.45593872070310226,1.0,35.82700729370117,231.7010498046875,70.32870483398438,13.486632347106934,RF15
2018-02-24 03:57:50,1.8653450012207031,-0.21607055664060226,1.0,12.55698013305664,239.76068115234375,10.549516677856445,14.396300315856934,RF15
2018-02-24 03:58:00,1.8653450012207031,-0.21607055664060226,1.0,12.55698013305664,239.76068115234375,10.549516677856445,14.396300315856934,RF15
2018-02-24 03:58:10,,,4.0,8.165102005004883,246.91893005371094,,,RF15
2018-02-24 03:58:20,,,4.0,8.105572700500488,247.78033447265625,,,RF15
2018-02-24 03:58:30,,,4.0,8.105572700500488,247.78033447265625,,,RF15
2018-02-24 03:58:40,1.8157163858413696,0.09099731445314774,1.0,7.316430568695068,249.7368927001953,62.56680679321289,16.778514862060547,RF15
2018-02-24 03:58:50,1.8157163858413696,0.09099731445314774,1.0,7.316430568695068,249.7368927001953,62.56680679321289,16.778514862060547,RF15
2018-02-24 03:59:00,,,4.0,8.106718063354492,247.78033447265625,,,RF15
2018-02-24 03:59:10,1.8157163858413696,0.09099731445314774,1.0,7.468415260314941,249.7368927001953,62.56680679321289,16.778514862060547,RF15
2018-02-24 03:59:20,1.8157163858413696,0.09099731445314774,1.0,7.468415260314941,249.7368927001953,62.56680679321289,16.778514862060547,RF15
2018-02-24 03:59:30,0.9907646179199219,5.167840576171898,1.0,26.86666488647461,243.66481018066406,77.49968719482422,25.294048309326172,RF15
2018-02-24 03:59:40,0.9907646179199219,5.167840576171898,1.0,26.86666488647461,243.66481018066406,77.49968719482422,25.294048309326172,RF15
2018-02-24 03:59:50,2.5138816833496094,-4.208471679687477,1.0,9.048596382141113,242.2587890625,4.344701290130615,11.497344970703125,RF15
2018-02-24 04:00:00,0.8305091857910156,6.026727294921898,1.0,20.663314819335938,244.16201782226562,55.38663864135742,28.105754852294922,RF15
2018-02-24 04:00:10,0.8305091857910156,6.026727294921898,1.0,20.663314819335938,244.16201782226562,55.38663864135742,28.105754852294922,RF15
2018-02-24 04:00:20,1.1486663818359375,4.061120605468773,1.0,10.466598510742188,245.46694946289062,15.332635879516602,27.509769439697266,RF15
2018-02-24 04:00:30,1.4393157958984375,2.2655273437500227,1.0,7.717462062835693,247.31996154785156,5.5688862800598145,18.748933792114258,RF15
2018-02-24 04:00:40,1.4393157958984375,2.2655273437500227,1.0,7.717462062835693,247.31996154785156,5.5688862800598145,18.748933792114258,RF15
2018-02-24 04:00:50,1.655029296875,0.9328552246093977,1.0,7.41131591796875,246.8872528076172,6.36060905456543,23.441238403320312,RF15
2018-02-24 04:01:00,1.3927040100097656,2.5534912109375227,1.0,7.461775779724121,247.8738250732422,7.452249050140381,26.964759826660156,RF15
2018-02-24 04:01:10,1.3927040100097656,2.5534912109375227,1.0,7.461775779724121,247.8738250732422,7.452249050140381,26.964759826660156,RF15
2018-02-24 04:01:20,,,4.0,8.453476905822754,246.4096221923828,,,RF15
2018-02-24 04:01:30,,,4.0,8.453476905822754,246.4096221923828,,,RF15
2018-02-24 04:01:40,1.4133834838867188,2.4257446289062727,1.0,10.720029830932617,243.4112091064453,9.258097648620605,16.253368377685547,RF15
2018-02-24 04:01:50,1.637054443359375,1.0439086914062727,1.0,16.985389709472656,236.4009552001953,15.662013053894043,12.39582633972168,RF15
2018-02-24 04:02:00,1.637054443359375,1.0439086914062727,1.0,16.985389709472656,236.4009552001953,15.662013053894043,12.39582633972168,RF15
2018-02-24 04:02:10,1.3952827453613281,2.5375610351562727,1.0,25.57196617126465,236.87051391601562,47.90386962890625,17.687419891357422,RF15
2018-02-24 04:02:20,1.7749481201171875,0.19201049804689774,1.0,21.078786849975586,232.86839294433594,27.564144134521484,14.461445808410645,RF15
2018-02-24 04:02:30,1.7749481201171875,0.19201049804689774,1.0,21.078786849975586,232.86839294433594,27.564144134521484,14.461445808410645,RF15
2018-02-24 04:02:40,2.3934783935546875,-3.6292785644531023,1.0,13.716554641723633,232.5028839111328,8.840414047241211,10.961196899414062,RF15
2018-02-24 04:02:50,1.5273933410644531,1.7213684082031477,1.0,14.260019302368164,239.46331787109375,12.43776798248291,13.682104110717773,RF15
2018-02-24 04:03:00,2.1828346252441406,-2.3279174804687273,1.0,9.705343246459961,239.70375061035156,7.139593124389648,15.640336990356445,RF15
2018-02-24 04:03:10,1.5262107849121094,1.7286926269531477,1.0,20.889251708984375,235.97354125976562,31.7930850982666,16.815378189086914,RF15
2018-02-24 04:03:20,1.5262107849121094,1.7286926269531477,1.0,20.889251708984375,235.97354125976562,31.7930850982666,16.815378189086914,RF15
2018-02-24 04:03:30,1.6038627624511719,1.2489562988281477,1.0,36.0372200012207,233.92396545410156,85.2796401977539,15.569499015808105,RF15
2018-02-24 04:03:40,1.8861541748046875,-0.49503173828122726,1.0,50.83857345581055,230.12594604492188,225.35302734375,15.12370491027832,RF15
2018-02-24 04:03:50,1.8861541748046875,-0.49503173828122726,1.0,50.83857345581055,230.12594604492188,225.35302734375,15.12370491027832,RF15
2018-02-24 04:04:00,2.595325469970703,-4.876287841796852,1.0,7.872169494628906,242.4495086669922,3.091514825820923,10.2760009765625,RF15
2018-02-24 04:04:10,1.339141845703125,2.8843933105468977,1.0,13.008626937866211,242.03810119628906,13.4093656539917,17.15814781188965,RF15
2018-02-24 04:04:20,1.339141845703125,2.8843933105468977,1.0,13.008626937866211,242.03810119628906,13.4093656539917,17.15814781188965,RF15
2018-02-24 04:04:30,1.7511367797851562,0.30056152343752274,1.0,15.830371856689453,235.787353515625,13.879687309265137,12.436532974243164,RF15
2018-02-24 04:04:40,2.1024627685546875,-1.8776611328124773,1.0,49.82328796386719,226.94720458984375,159.54910278320312,11.807357788085938,RF15
2018-02-24 04:04:50,2.1024627685546875,-1.8776611328124773,1.0,49.82328796386719,226.94720458984375,159.54910278320312,11.807357788085938,RF15
2018-02-24 04:05:00,2.4663238525390625,-4.133612060546852,1.0,48.35778045654297,221.92950439453125,163.42965698242188,13.2420654296875,RF15
2018-02-24 04:05:00,2.2169113159179688,-2.5868896484374773,1.0,36.16482162475586,225.75045776367188,88.71559143066406,16.333925247192383,RF15
2018-02-24 04:05:10,1.8682441711425781,-0.7826293945312273,1.0,28.54153823852539,230.3467254638672,54.48239517211914,16.749244689941406,RF15
2018-02-24 04:05:20,1.7391166687011719,0.017816162109397737,1.0,17.541078567504883,234.684326171875,22.636388778686523,17.345355987548828,RF15
2018-02-24 04:05:30,2.2330169677734375,-2.6867431640624773,1.0,48.001068115234375,225.42922973632812,167.6061248779297,13.981437683105469,RF15
2018-02-24 04:05:40,2.1801719665527344,-2.3591064453124773,1.0,34.534908294677734,226.1431427001953,56.68656539916992,12.004545211791992,RF15
2018-02-24 04:05:50,2.4311370849609375,-3.9151062011718523,1.0,54.758365631103516,222.61343383789062,258.14923095703125,12.906534194946289,RF15
2018-02-24 04:06:00,2.4311370849609375,-3.9151062011718523,1.0,54.758365631103516,222.61343383789062,258.14923095703125,12.906534194946289,RF15
2018-02-24 04:06:10,2.7717971801757812,-6.027166748046852,1.0,15.883305549621582,224.498779296875,14.869502067565918,13.488282203674316,RF15
2018-02-24 04:06:20,2.1549034118652344,-2.2024291992187273,1.0,16.610109329223633,230.9503631591797,16.62099266052246,14.030242919921875,RF15
2018-02-24 04:06:30,1.7942085266113281,0.03386840820314774,1.0,10.781429290771484,241.14907836914062,7.967803955078125,14.529886245727539,RF15
2018-02-24 04:06:40,1.7942085266113281,0.03386840820314774,1.0,10.781429290771484,241.14907836914062,7.967803955078125,14.529886245727539,RF15
2018-02-24 04:06:50,0.9787788391113281,5.089501953125023,1.0,19.462533950805664,242.99974060058594,43.100711822509766,25.887598037719727,RF15
2018-02-24 04:07:00,0.9787788391113281,5.089501953125023,1.0,19.462533950805664,242.99974060058594,43.100711822509766,25.887598037719727,RF15
2018-02-24 04:07:10,1.4199447631835938,2.3543029785156477,1.0,11.860294342041016,242.76148986816406,12.179619789123535,18.99002456665039,RF15
2018-02-24 04:07:20,1.4199447631835938,2.3543029785156477,1.0,11.860294342041016,242.76148986816406,12.179619789123535,18.99002456665039,RF15
2018-02-24 04:07:30,0.7750129699707031,6.352868652343773,1.0,16.98708152770996,245.79110717773438,39.39777374267578,30.315048217773438,RF15
2018-02-24 04:07:40,0.7750129699707031,6.352868652343773,1.0,16.98708152770996,245.79110717773438,39.39777374267578,30.315048217773438,RF15
2018-02-24 04:07:50,1.4827499389648438,1.9648986816406477,1.0,7.659730911254883,247.4445037841797,5.856118202209473,20.141748428344727,RF15
2018-02-24 04:08:00,1.4827499389648438,1.9648986816406477,1.0,7.659730911254883,247.4445037841797,5.856118202209473,20.141748428344727,RF15
2018-02-24 04:08:10,,,4.0,10.376896858215332,245.72763061523438,,,RF15
2018-02-24 04:08:20,,,4.0,10.376896858215332,245.72763061523438,,,RF15
2018-02-24 04:08:30,1.3498573303222656,2.7888427734375227,1.0,7.810441970825195,247.93850708007812,7.626655578613281,25.930879592895508,RF15
2018-02-24 04:08:40,0.8106346130371094,6.132012939453148,1.0,16.809415817260742,245.33108520507812,41.46879196166992,31.76846694946289,RF15
2018-02-24 04:08:50,2.368011474609375,-3.5237182617187273,1.0,7.4456305503845215,246.08908081054688,2.8575971126556396,13.212214469909668,RF15
2018-02-24 04:09:00,2.368011474609375,-3.5237182617187273,1.0,7.4456305503845215,246.08908081054688,2.8575971126556396,13.212214469909668,RF15
2018-02-24 04:09:10,1.1985626220703125,3.7268615722656477,1.0,9.407210350036621,246.73045349121094,10.295209884643555,24.128143310546875,RF15
2018-02-24 04:09:20,1.1985626220703125,3.7268615722656477,1.0,9.407210350036621,246.73045349121094,10.295209884643555,24.128143310546875,RF15
2018-02-24 04:09:30,1.4280052185058594,2.3043151855468977,1.0,9.869049072265625,244.88681030273438,10.563793182373047,23.064830780029297,RF15
2018-02-24 04:09:40,2.1109619140625,-1.9300292968749773,1.0,7.440666198730469,246.4401092529297,3.8543052673339844,16.844221115112305,RF15
2018-02-24 04:09:50,1.6508445739746094,0.9227233886718977,1.0,9.091277122497559,244.64915466308594,7.359837055206299,18.88685417175293,RF15
2018-02-24 04:10:00,0.8944664001464844,5.612268066406273,1.0,35.37049102783203,243.21653747558594,156.76260375976562,28.78539276123047,RF15
2018-02-24 04:10:10,2.046070098876953,-1.5276855468749773,1.0,12.076708793640137,237.5740509033203,8.993040084838867,13.786413192749023,RF15
2018-02-24 04:10:20,2.046070098876953,-1.5276855468749773,1.0,12.076708793640137,237.5740509033203,8.993040084838867,13.786413192749023,RF15
2018-02-24 04:10:30,1.5800590515136719,1.3615966796875227,1.0,19.3970947265625,235.9968719482422,27.065650939941406,16.782869338989258,RF15
2018-02-24 04:10:40,2.1301803588867188,-1.7458862304687273,1.0,8.944748878479004,239.74246215820312,4.608763217926025,11.64971923828125,RF15
2018-02-24 04:10:50,2.1301803588867188,-1.7458862304687273,1.0,8.944748878479004,239.74246215820312,4.608763217926025,11.64971923828125,RF15
2018-02-24 04:11:00,2.29193115234375,-2.7589172363281023,1.0,7.387260913848877,242.02439880371094,3.123528242111206,11.8804931640625,RF15
2018-02-24 04:11:10,2.29193115234375,-2.7589172363281023,1.0,7.387260913848877,242.02439880371094,3.123528242111206,11.8804931640625,RF15
2018-02-24 04:11:20,1.0395622253417969,5.084680175781273,1.0,9.611592292785645,245.0973663330078,12.91203784942627,25.776744842529297,RF15
2018-02-24 04:11:30,,,4.0,8.822473526000977,247.2310791015625,,,RF15
2018-02-24 04:11:40,1.2440071105957031,3.8042236328125227,1.0,8.418306350708008,245.16746520996094,5.230955123901367,14.787331581115723,RF15
2018-02-24 04:11:50,1.2440071105957031,3.8042236328125227,1.0,8.418306350708008,245.16746520996094,5.230955123901367,14.787331581115723,RF15
2018-02-24 04:12:00,1.2926025390625,3.4998718261718977,1.0,8.518775939941406,245.05825805664062,4.437485694885254,12.74390697479248,RF15
2018-02-24 04:12:10,1.2926025390625,3.4998718261718977,1.0,8.518775939941406,245.05825805664062,4.437485694885254,12.74390697479248,RF15
2018-02-24 04:12:20,1.2926025390625,3.4998718261718977,1.0,8.518775939941406,245.05825805664062,4.437485694885254,12.74390697479248,RF15
2018-02-24 04:12:30,1.3573760986328125,3.0942016601562727,1.0,7.791975975036621,245.16651916503906,4.865115642547607,15.877792358398438,RF15
2018-02-24 04:12:40,1.3573760986328125,3.0942016601562727,1.0,7.791975975036621,245.16651916503906,4.865115642547607,15.877792358398438,RF15
2018-02-24 04:12:50,0.9196052551269531,5.835931396484398,1.0,19.003374099731445,243.26734924316406,47.468589782714844,27.983840942382812,RF15
2018-02-24 04:13:00,0.9196052551269531,5.835931396484398,1.0,19.003374099731445,243.26734924316406,47.468589782714844,27.983840942382812,RF15
2018-02-24 04:13:10,1.7035789489746094,0.9259277343750227,1.0,8.148941993713379,243.25521850585938,4.589998722076416,14.062617301940918,RF15
2018-02-24 04:13:20,1.7035789489746094,0.9259277343750227,1.0,8.148941993713379,243.25521850585938,4.589998722076416,14.062617301940918,RF15
2018-02-24 04:13:30,2.2093582153320312,-2.2417663574218523,1.0,12.88759994506836,233.8769073486328,8.067550659179688,11.01104736328125,RF15
2018-02-24 04:13:40,2.2093582153320312,-2.2417663574218523,1.0,12.88759994506836,233.8769073486328,8.067550659179688,11.01104736328125,RF15
2018-02-24 04:13:50,2.2093582153320312,-2.2417663574218523,1.0,12.88759994506836,233.8769073486328,8.067550659179688,11.01104736328125,RF15
2018-02-24 04:14:00,2.2546730041503906,-2.5255798339843523,1.0,20.994726181030273,226.49227905273438,23.777294158935547,12.783631324768066,RF15
2018-02-24 04:14:10,2.2546730041503906,-2.5255798339843523,1.0,20.994726181030273,226.49227905273438,23.777294158935547,12.783631324768066,RF15
2018-02-24 04:14:20,1.10430908203125,4.679162597656273,1.0,13.236618041992188,242.9881134033203,13.642205238342285,16.903594970703125,RF15
2018-02-24 04:14:30,1.10430908203125,4.679162597656273,1.0,13.236618041992188,242.9881134033203,13.642205238342285,16.903594970703125,RF15
2018-02-24 04:14:40,1.10430908203125,4.679162597656273,1.0,13.236618041992188,242.9881134033203,13.642205238342285,16.903594970703125,RF15
2018-02-24 04:14:50,1.2513542175292969,3.7582031250000227,1.0,10.40456771850586,243.2930908203125,8.071335792541504,14.604607582092285,RF15
2018-02-24 04:15:00,0.8126640319824219,6.379296875000023,1.0,12.192108154296875,243.74240112304688,15.2024507522583,21.286956787109375,RF15
2018-02-24 04:15:00,5.3732380867004395,-14.791387939453102,6.0,7.959634780883789,232.145751953125,3.1358017921447754,8.238523483276367,RF15
2018-02-24 04:15:10,1.8645687103271484,-0.23050537109372726,1.0,7.325439929962158,248.27383422851562,69.62450408935547,15.021293640136719,RF15
2018-02-24 04:15:20,1.8645687103271484,-0.23050537109372726,1.0,7.325439929962158,248.27383422851562,69.62450408935547,15.021293640136719,RF15
2018-02-24 04:15:30,,,4.0,7.854705333709717,247.04254150390625,,,RF15
2018-02-24 04:15:40,,,3.0,6.851372718811035,247.93765258789062,,,RF15
2018-02-24 04:15:50,,,3.0,6.851372718811035,247.93765258789062,,,RF15
2018-02-24 04:16:00,,,4.0,9.018115997314453,247.18019104003906,,,RF15
2018-02-24 04:16:10,,,4.0,9.018115997314453,247.18019104003906,,,RF15
2018-02-24 04:16:20,,,4.0,9.018115997314453,247.18019104003906,,,RF15
2018-02-24 04:16:30,1.13885498046875,4.644647216796898,1.0,11.707531929016113,243.1473846435547,11.050690650939941,17.298646926879883,RF15
2018-02-24 04:16:40,1.1635894775390625,4.486901855468773,1.0,25.259828567504883,237.94822692871094,49.38585662841797,18.438034057617188,RF15
2018-02-24 04:16:50,4.295997619628906,-7.690771484374977,1.0,7.532771587371826,241.78785705566406,1.8501365184783936,8.435791015625,RF15
2018-02-24 04:17:00,4.295997619628906,-7.690771484374977,1.0,7.532771587371826,241.78785705566406,1.8501365184783936,8.435791015625,RF15
2018-02-24 04:17:10,2.9388885498046875,-6.835943603515602,1.0,7.532144546508789,242.2139129638672,1.95679771900177,8.8773193359375,RF15
2018-02-24 04:17:20,1.1663246154785156,4.469445800781273,1.0,43.54399871826172,237.74424743652344,181.41574096679688,20.410850524902344,RF15
2018-02-24 04:17:30,1.1663246154785156,4.469445800781273,1.0,43.54399871826172,237.74424743652344,181.41574096679688,20.410850524902344,RF15
2018-02-24 04:17:40,2.240009307861328,-2.3784851074218523,1.0,17.35666275024414,227.93556213378906,12.771700859069824,10.238677978515625,RF15
2018-02-24 04:17:50,2.240009307861328,-2.3784851074218523,1.0,17.35666275024414,227.93556213378906,12.771700859069824,10.238677978515625,RF15
2018-02-24 04:18:00,2.240009307861328,-2.3784851074218523,1.0,17.35666275024414,227.93556213378906,12.771700859069824,10.238677978515625,RF15
2018-02-24 04:18:10,2.6308135986328125,-4.871038818359352,1.0,11.794974327087402,232.91770935058594,4.9913330078125,8.212066650390625,RF15
2018-02-24 04:18:20,2.1584510803222656,-1.8583129882812273,1.0,17.93071174621582,228.80221557617188,11.747186660766602,9.01141357421875,RF15
2018-02-24 04:18:30,2.1584510803222656,-1.8583129882812273,1.0,17.93071174621582,228.80221557617188,11.747186660766602,9.01141357421875,RF15
2018-02-24 04:18:40,4.921511173248291,-11.400244140624977,6.0,8.05083179473877,234.59519958496094,3.581831455230713,8.755060195922852,RF15
2018-02-24 04:18:50,4.921511173248291,-11.400244140624977,6.0,8.05083179473877,234.59519958496094,3.581831455230713,8.755060195922852,RF15
2018-02-24 04:19:00,1.3819427490234375,3.0942626953125227,1.0,7.837328910827637,245.74722290039062,5.5230183601379395,18.185911178588867,RF15
2018-02-24 04:19:10,1.4313087463378906,2.7793823242187727,1.0,7.943425178527832,245.53701782226562,5.0170793533325195,16.55978775024414,RF15
2018-02-24 04:19:20,1.4313087463378906,2.7793823242187727,1.0,7.943425178527832,245.53701782226562,5.0170793533325195,16.55978775024414,RF15
