,Cloud Top Height,Cloud Top Temperature,Cloud Top Phase,Shortwave Albedo,Long Wave Flux,Ice Water Path,Cloud Particle Size,RF
2018-02-17 23:55:00,6.312267303466797,-17.779058837890602,1.0,40.08332061767578,194.49203491210938,121.97745513916016,23.73219871520996,RF12
2018-02-17 23:55:10,6.312267303466797,-17.779058837890602,1.0,40.08332061767578,194.49203491210938,121.97745513916016,23.73219871520996,RF12
2018-02-17 23:55:20,6.303123474121094,-17.722875976562477,1.0,42.26878356933594,194.5686798095703,135.90101623535156,22.709259033203125,RF12
2018-02-17 23:55:30,6.107143402099609,-16.518835449218727,1.0,46.88134002685547,196.7586669921875,144.8987274169922,18.096935272216797,RF12
2018-02-17 23:55:40,6.210121154785156,-17.151495361328102,1.0,47.61391067504883,195.558349609375,150.0441131591797,17.808006286621094,RF12
2018-02-17 23:55:50,6.210121154785156,-17.151495361328102,1.0,47.61391067504883,195.558349609375,150.0441131591797,17.808006286621094,RF12
2018-02-17 23:56:00,5.650707244873047,-13.905676269531227,1.0,44.727237701416016,194.20860290527344,121.50248718261719,13.92931079864502,RF12
2018-02-17 23:56:10,5.650707244873047,-13.905676269531227,1.0,44.727237701416016,194.20860290527344,121.50248718261719,13.92931079864502,RF12
2018-02-17 23:56:20,5.6477203369140625,-13.886022949218727,1.0,51.19457244873047,194.2918701171875,226.5278778076172,15.862037658691406,RF12
2018-02-17 23:56:30,5.695457458496094,-14.200170898437477,1.0,48.22904968261719,193.6344757080078,184.57769775390625,15.963587760925293,RF12
2018-02-17 23:56:40,5.087810516357422,-10.750982666015602,1.0,49.47019958496094,201.0269317626953,237.46359252929688,18.745563507080078,RF12
2018-02-17 23:56:50,5.087810516357422,-10.750982666015602,1.0,49.47019958496094,201.0269317626953,237.46359252929688,18.745563507080078,RF12
2018-02-17 23:57:00,5.087810516357422,-10.750982666015602,1.0,49.47019958496094,201.0269317626953,237.46359252929688,18.745563507080078,RF12
2018-02-17 23:57:10,5.524509429931641,-13.183020019531227,1.0,46.29845428466797,195.8310089111328,216.07286071777344,20.877107620239258,RF12
2018-02-17 23:57:20,5.524509429931641,-13.183020019531227,1.0,46.29845428466797,195.8310089111328,216.07286071777344,20.877107620239258,RF12
2018-02-17 23:57:30,5.886966705322266,-15.460485839843727,1.0,37.460182189941406,191.12149047851562,134.09132385253906,23.32982063293457,RF12
2018-02-17 23:57:40,5.886966705322266,-15.460485839843727,1.0,37.460182189941406,191.12149047851562,134.09132385253906,23.32982063293457,RF12
2018-02-17 23:57:50,6.339271545410156,-18.437078857421852,1.0,37.13066101074219,185.02767944335938,140.17506408691406,24.866619110107422,RF12
2018-02-17 23:58:00,6.4064178466796875,-18.878973388671852,1.0,44.29838180541992,184.05014038085938,218.3040008544922,24.387470245361328,RF12
2018-02-17 23:58:10,8.564807891845703,-33.31171264648435,2.0,33.73933410644531,175.5396728515625,75.9244613647461,53.708648681640625,RF12
2018-02-17 23:58:20,8.564807891845703,-33.31171264648435,2.0,33.73933410644531,175.5396728515625,75.9244613647461,53.708648681640625,RF12
2018-02-17 23:58:30,8.564807891845703,-33.31171264648435,2.0,33.73933410644531,175.5396728515625,75.9244613647461,53.708648681640625,RF12
2018-02-17 23:58:40,9.01467514038086,-35.89354553222654,2.0,36.70674133300781,172.4325408935547,71.34181213378906,42.92983627319336,RF12
2018-02-17 23:58:50,9.488252639770508,-39.10672607421873,2.0,29.211971282958984,172.75633239746094,52.10108947753906,49.60969543457031,RF12
2018-02-17 23:59:00,9.488252639770508,-39.10672607421873,2.0,29.211971282958984,172.75633239746094,52.10108947753906,49.60969543457031,RF12
2018-02-17 23:59:10,9.488252639770508,-39.10672607421873,2.0,29.211971282958984,172.75633239746094,52.10108947753906,49.60969543457031,RF12
2018-02-17 23:59:20,10.01519775390625,-43.72812499999998,2.0,28.289199829101562,168.70932006835938,38.45814514160156,39.773040771484375,RF12
2018-02-17 23:59:30,9.33293342590332,-37.74454345703123,2.0,35.46116256713867,168.24769592285156,27.31407356262207,19.155502319335938,RF12
2018-02-17 23:59:40,9.33293342590332,-37.74454345703123,2.0,35.46116256713867,168.24769592285156,27.31407356262207,19.155502319335938,RF12
2018-02-17 23:59:50,9.548822402954102,-39.63793029785154,2.0,29.466373443603516,173.73069763183594,19.918254852294922,20.31770896911621,RF12
2018-02-18 00:00:00,9.224163055419922,-37.0958312988281,2.0,28.067434310913086,178.9203643798828,19.234163284301758,21.432830810546875,RF12
2018-02-18 00:00:10,6.578235626220703,-20.106115722656227,1.0,31.457904815673828,181.89971923828125,54.78251266479492,14.83656120300293,RF12
2018-02-18 00:00:20,6.578235626220703,-20.106115722656227,1.0,31.457904815673828,181.89971923828125,54.78251266479492,14.83656120300293,RF12
2018-02-18 00:00:30,6.0623779296875,-16.614874267578102,1.0,30.645915985107422,189.14137268066406,47.398162841796875,13.905604362487793,RF12
2018-02-18 00:00:40,5.915260314941406,-15.646704101562477,1.0,30.373445510864258,191.16746520996094,43.684165954589844,12.904047012329102,RF12
2018-02-18 00:00:50,6.04510498046875,-16.501196289062477,1.0,46.288978576660156,188.74960327148438,115.48377227783203,11.906257629394531,RF12
2018-02-18 00:01:00,6.04510498046875,-16.501196289062477,1.0,46.288978576660156,188.74960327148438,115.48377227783203,11.906257629394531,RF12
2018-02-18 00:01:10,6.716178894042969,-21.100424194335915,1.0,31.210264205932617,179.92735290527344,69.9413070678711,18.978851318359375,RF12
2018-02-18 00:01:20,6.716178894042969,-21.100424194335915,1.0,31.210264205932617,179.92735290527344,69.9413070678711,18.978851318359375,RF12
2018-02-18 00:01:30,9.491182327270508,-39.13242187499998,2.0,40.607418060302734,167.66969299316406,102.17568969726562,48.08671569824219,RF12
2018-02-18 00:01:40,9.491182327270508,-39.13242187499998,2.0,40.607418060302734,167.66969299316406,102.17568969726562,48.08671569824219,RF12
2018-02-18 00:01:50,6.689998626708984,-21.479132080078102,1.0,40.37438201904297,180.3978271484375,156.91275024414062,22.773792266845703,RF12
2018-02-18 00:02:00,6.689998626708984,-21.479132080078102,1.0,40.37438201904297,180.3978271484375,156.91275024414062,22.773792266845703,RF12
2018-02-18 00:02:10,9.31041145324707,-38.8735412597656,2.0,39.241058349609375,169.40188598632812,70.79535675048828,36.11421203613281,RF12
2018-02-18 00:02:20,6.831146240234375,-22.429342651367165,1.0,41.96152114868164,178.4830322265625,156.4531707763672,20.415130615234375,RF12
2018-02-18 00:02:30,7.832946300506592,-29.03337707519529,2.0,44.171451568603516,176.96397399902344,72.16069793701172,28.049833297729492,RF12
2018-02-18 00:02:40,6.4463043212890625,-19.838568115234352,1.0,33.03730010986328,183.74957275390625,75.48970031738281,17.578411102294922,RF12
2018-02-18 00:02:50,6.4463043212890625,-19.838568115234352,1.0,33.03730010986328,183.74957275390625,75.48970031738281,17.578411102294922,RF12
2018-02-18 00:03:00,5.393878936767578,-13.205480957031227,1.0,37.1483268737793,197.41461181640625,86.10462951660156,15.687955856323242,RF12
2018-02-18 00:03:10,5.393878936767578,-13.205480957031227,1.0,37.1483268737793,197.41461181640625,86.10462951660156,15.687955856323242,RF12
2018-02-18 00:03:20,4.84173583984375,-10.322790527343727,1.0,32.737640380859375,203.65907287597656,55.7365837097168,13.60185718536377,RF12
2018-02-18 00:03:30,4.84173583984375,-10.322790527343727,1.0,32.737640380859375,203.65907287597656,55.7365837097168,13.60185718536377,RF12
2018-02-18 00:03:40,2.743816375732422,-2.4009155273437273,1.0,26.4095516204834,222.50074768066406,29.270828247070312,11.395492553710938,RF12
2018-02-18 00:03:50,2.743816375732422,-2.4009155273437273,1.0,26.4095516204834,222.50074768066406,29.270828247070312,11.395492553710938,RF12
2018-02-18 00:04:00,2.2271156311035156,1.3334289550781477,1.0,30.97256088256836,229.64373779296875,36.30063247680664,10.539703369140625,RF12
2018-02-18 00:04:10,2.2271156311035156,1.3334289550781477,1.0,30.97256088256836,229.64373779296875,36.30063247680664,10.539703369140625,RF12
2018-02-18 00:04:20,2.8692245483398438,-3.3072570800781023,1.0,46.76357650756836,219.02366638183594,85.1661605834961,8.81597900390625,RF12
2018-02-18 00:04:30,2.766387939453125,-2.5640319824218523,1.0,40.35650634765625,220.78524780273438,57.147396087646484,9.048797607421875,RF12
2018-02-18 00:04:40,2.766387939453125,-2.5640319824218523,1.0,40.35650634765625,220.78524780273438,57.147396087646484,9.048797607421875,RF12
2018-02-18 00:04:50,2.907550811767578,-3.5842651367187273,1.0,39.066078186035156,218.63343811035156,71.7575912475586,11.781021118164062,RF12
2018-02-18 00:05:00,2.907550811767578,-3.5842651367187273,1.0,39.066078186035156,218.63343811035156,71.7575912475586,11.781021118164062,RF12
2018-02-18 00:05:00,2.6221961975097656,-1.4621643066406023,1.0,29.634262084960938,223.90621948242188,31.081886291503906,10.286941528320312,RF12
2018-02-18 00:05:10,2.8616867065429688,-3.1930297851562273,1.0,29.32136344909668,220.09742736816406,34.11878204345703,11.487274169921875,RF12
2018-02-18 00:05:20,2.8616867065429688,-3.1930297851562273,1.0,29.32136344909668,220.09742736816406,34.11878204345703,11.487274169921875,RF12
2018-02-18 00:05:30,2.7759132385253906,-2.5731262207031023,1.0,43.50338363647461,220.7950897216797,88.64981079101562,11.894683837890625,RF12
2018-02-18 00:05:40,2.7759132385253906,-2.5731262207031023,1.0,43.50338363647461,220.7950897216797,88.64981079101562,11.894683837890625,RF12
2018-02-18 00:05:50,3.9210891723632812,-5.947851562499977,1.0,22.717599868774414,217.1841278076172,21.54360008239746,11.84051513671875,RF12
2018-02-18 00:06:00,3.9210891723632812,-5.947851562499977,1.0,22.717599868774414,217.1841278076172,21.54360008239746,11.84051513671875,RF12
2018-02-18 00:06:10,2.889404296875,-3.3933471679687273,1.0,49.22630310058594,218.87461853027344,117.37308502197266,10.695999145507812,RF12
2018-02-18 00:06:20,2.889404296875,-3.3933471679687273,1.0,49.22630310058594,218.87461853027344,117.37308502197266,10.695999145507812,RF12
2018-02-18 00:06:30,2.8024368286132812,-2.7648071289062273,1.0,35.67890930175781,220.40907287597656,46.11948013305664,10.301681518554688,RF12
2018-02-18 00:06:40,2.8024368286132812,-2.7648071289062273,1.0,35.67890930175781,220.40907287597656,46.11948013305664,10.301681518554688,RF12
2018-02-18 00:06:50,2.7299423217773438,-2.2408813476562273,1.0,34.56376647949219,221.63121032714844,46.08427429199219,10.984359741210938,RF12
